Fecha,Precio_Apertura,Precio_Máximo,Precio_Mínimo,Precio_Cierre,Volumen
21/3/16,413417999,413417999,410381012,413307007,61655400
22/3/16,413131989,418375000,412531006,418088989,66813300
23/3/16,418161011,419268005,417364014,418040985,61444200
24/3/16,418424011,418679993,415485992,416394012,68346704
25/3/16,416507996,418079987,415558014,417177002,52560000
26/3/16,417364990,418987000,416259003,417945007,44650400
27/3/16,418140015,428796997,417710999,426765015,71229400
28/3/16,426548004,426856995,423292999,424230988,68522800
29/3/16,424303986,426203003,412681000,416515991,75411504
30/3/16,416834015,416834015,412496002,414816010,66034100
31/3/16,415256989,418368988,415256989,416729004,60215200
1/4/16,416760010,418173004,415830994,417959991,51235700
2/4/16,418421997,422080994,418421997,420872986,45681200
3/4/16,421173004,421579987,419696991,420903992,38053700
4/4/16,421299011,422342987,419601013,421444000,50634300
5/4/16,421016998,424256989,420614014,424029999,60718000
6/4/16,424283997,424527008,422729004,423412994,59091000
7/4/16,423619995,423657013,420518005,422744995,57858600
8/4/16,422907013,425360992,419635010,420348999,63454700
9/4/16,420811005,420890991,416515015,419411011,49792700
10/4/16,419592010,422434998,419256989,421563995,73478600
11/4/16,421872009,422739014,420532990,422483002,50747500
12/4/16,422842987,427277008,422842987,425190002,70728800
13/4/16,425631989,426657990,422915985,423734009,69060400
14/4/16,423934998,425371002,423013000,424282013,45281000
15/4/16,424427002,429928009,424427002,429713013,54801500
16/4/16,429575012,432625000,428984009,430571991,39392800
17/4/16,430635986,431371002,426079010,427398987,52125900
18/4/16,427610992,429273987,427085999,428591003,55670900
19/4/16,428703003,436019989,428104004,435509003,52810500
20/4/16,435324005,443053986,434406006,441389008,72890096
21/4/16,441415985,450548004,440951996,449424988,68204704
22/4/16,449687988,449809998,444149994,445737000,58804400
23/4/16,445860992,450282013,444330994,450282013,50485400
24/4/16,450559998,460145996,448928009,458554993,68198400
25/4/16,459121002,466619995,453592010,461425995,87091800
26/4/16,461648010,467964996,461621002,466088989,78971904
27/4/16,466261993,467079010,444134003,444687012,93564896
28/4/16,445037994,449550995,436649994,449010986,74064704
29/4/16,449407990,455384003,446016998,455096985,49258500
30/4/16,455178009,455587006,447696991,448317993,69322600
1/5/16,448484009,452479004,447927002,451875000,40660100
2/5/16,451933014,452445007,441776001,444669006,92127000
3/5/16,444726990,451096985,442617004,450303986,59366400
4/5/16,450183014,450377991,445630005,446721985,50407300
5/5/16,446710999,448506012,445882996,447976013,50440800
6/5/16,447941986,461375000,447067993,459602997,72796800
7/5/16,459639008,460674988,457324005,458536011,38364500
8/5/16,458428986,459416992,455983002,458548004,40315000
9/5/16,458205994,462480988,456531006,460483002,55493100
10/5/16,460518005,461928986,448954010,450894989,58956100
11/5/16,450864014,454575989,450864014,452727997,50605200
12/5/16,452446991,454949005,449250000,454765991,59849300
13/5/16,454850006,457054993,453453003,455670013,60845000
14/5/16,455822998,456835999,454786011,455670990,37209000
15/5/16,455759003,458691986,455459015,457567993,28514000
16/5/16,457585999,458200012,452945007,454162994,59171500
17/5/16,454009003,455071991,453605011,453782990,64100300
18/5/16,453691010,455997986,453299011,454618988,86850096
19/5/16,454523987,454632996,438714996,438714996,96027400
20/5/16,437792999,444053986,437389008,442675995,81987904
21/5/16,442966003,443778015,441705994,443187988,42762300
22/5/16,443217987,443427002,439035004,439322998,39657600
23/5/16,439347992,444345001,438822998,444154999,50582500
24/5/16,444290985,447100006,443929993,445980988,65783100
25/5/16,446062012,450298004,446062012,449598999,65231000
26/5/16,449671997,453644012,447895996,453384003,65203800
27/5/16,453520996,478148987,453520996,473463989,164780992
28/5/16,473028992,533473022,472699005,530039978,181199008
29/5/16,527476990,553960022,512179016,526232971,148736992
30/5/16,528471008,544348999,522963013,533864014,87958704
31/5/16,534190979,546617981,520661987,531385986,138450000
1/6/16,531106995,543080017,525635986,536919983,86061800
2/6/16,536515015,540351990,533078003,537971985,60378200
3/6/16,537682007,574638000,536919983,569193970,122020000
4/6/16,569705017,590132019,564237976,572726990,94925296
5/6/16,573307983,582807983,569177979,574976990,68874096
6/6/16,574601990,586469971,574601990,585536987,72138896
7/6/16,585445007,590258972,567513977,576596985,107770000
8/6/16,577166992,582838989,573130005,581645020,80265800
9/6/16,582203003,582203003,570950989,574630005,71301000
10/6/16,575836975,579127014,573325012,577469971,66991900
11/6/16,578674011,607116028,578674011,606726990,82357000
12/6/16,609684021,684843994,607039001,672783997,277084992
13/6/16,671653992,716004028,664487000,704375977,243295008
14/6/16,704504028,704504028,662804016,685559021,186694000
15/6/16,685684998,696302979,672560974,694468994,99223800
16/6/16,696523010,773721985,696523010,766307983,271633984
17/6/16,768487000,775356018,716556030,748908997,363320992
18/6/16,748755981,777989990,733929016,756226990,252718000
19/6/16,756687988,766620972,745627991,763781006,136184992
20/6/16,763927002,764083984,732726990,737226013,174511008
21/6/16,735882996,735882996,639070007,666651978,309944000
22/6/16,665914978,678669983,587482971,596116028,266392992
23/6/16,597442993,629327026,558138977,623976990,253462000
24/6/16,625575012,681726990,625271973,665299011,224316992
25/6/16,665281006,691731018,646559021,665122986,126656000
26/6/16,665931030,665979980,616934021,629367004,109225000
27/6/16,629348999,655275024,620523987,655275024,122134000
28/6/16,658101990,659247986,637773010,647000977,138384992
29/6/16,644122009,644682007,628283997,639890015,142456000
30/6/16,640591003,675403015,636607971,673336975,138980000
1/7/16,672515015,686153992,669593994,676296021,134431008
2/7/16,676734009,703702026,676398987,703702026,112354000
3/7/16,704968018,704968018,649008972,658664001,129512000
4/7/16,658804016,683661987,650507996,683661987,92008400
5/7/16,683208984,683491028,665065979,670627014,130476000
6/7/16,670418030,681898010,670418030,677330994,134960992
7/7/16,678090027,682432007,611833984,640562012,258091008
8/7/16,640687988,666706970,636466980,666523010,141970000
9/7/16,666383972,666383972,633398987,650960022,180536000
10/7/16,650598999,652294006,641263977,649359985,102532000
11/7/16,648484009,659629028,644979980,647658997,107910000
12/7/16,648283020,675258972,646778992,664551025,138172992
13/7/16,664796997,668700012,654468018,654468018,131449000
14/7/16,652922974,662901978,652922974,658078003,98511400
15/7/16,659171021,667077026,659039978,663255005,81673104
16/7/16,663781006,666460022,659333984,660767029,50330200
17/7/16,661992981,682364990,661992981,679458984,74407904
18/7/16,679809021,681554993,668625000,673106018,69465000
19/7/16,672737976,673276978,667632019,672864014,61203300
20/7/16,672806030,672929016,663359985,665684998,94636400
21/7/16,665228027,666218994,660414978,665012024,60491800
22/7/16,664921997,666583008,646721985,650619019,134169000
23/7/16,650726013,656366028,648523987,655556030,69532200
24/7/16,655409973,663109985,652793030,661284973,118184000
25/7/16,661263000,661828003,653395020,654096985,78176496
26/7/16,654226013,656224976,645879028,651783997,225135008
27/7/16,651627014,657455994,648447021,654351990,147460992
28/7/16,654492004,657594971,654492004,655034973,86428400
29/7/16,655111023,657796021,654786011,656992004,60703500
30/7/16,657012024,658223022,654208984,655046997,38456100
31/7/16,655099976,655284973,624364990,624681030,110818000
1/8/16,624601990,626119019,605883972,606271973,121887000
2/8/16,606396973,612848022,531333984,547465027,330932992
3/8/16,548656006,573359985,541546997,566354980,207982000
4/8/16,566328979,579495972,565776978,578289001,125292000
5/8/16,578281006,578281006,569981995,575043030,66127900
6/8/16,575030029,588395996,569468994,587778015,80797296
7/8/16,587770996,597513000,586815979,592690002,82398400
8/8/16,592736023,592994019,588046997,591054016,61194100
9/8/16,591038025,591091003,584793030,587801025,92228096
10/8/16,587648010,599984009,586370972,592103027,102905000
11/8/16,592124023,597541992,589119995,589119995,74514400
12/8/16,588797974,589909973,583810974,587559021,69218000
13/8/16,587356995,589773987,584979004,585588013,43563000
14/8/16,585588989,585666016,564781006,570473022,60851100
15/8/16,570494019,573580017,563239990,567239990,57262300
16/8/16,567242981,581737976,566716003,577439026,58405200
17/8/16,577760986,580893982,571429993,573216003,54443000
18/8/16,573706970,577791992,573429993,574317993,59896600
19/8/16,574338989,578237976,574182007,575630005,50631600
20/8/16,576083984,582817993,575456970,581697021,45301400
21/8/16,581939026,584158020,580218018,581307983,38299400
22/8/16,581310974,588447998,580593994,586752991,72844000
23/8/16,586770996,589473999,581633972,583414978,85349200
24/8/16,583411987,583590027,579854980,580182007,56328200
25/8/16,580179993,580450989,575166992,577760986,136130000
26/8/16,577752991,580622986,576857971,579651001,48856800
27/8/16,579452026,579844971,568630005,569947021,59698300
28/8/16,569830017,574038025,569739990,573911987,86301600
29/8/16,574070984,576278015,573465027,574106995,110398000
30/8/16,574114014,578356995,574114014,577502991,70342400
31/8/16,577591003,577861023,573642029,575471985,75840896
1/9/16,575546021,576310974,571814026,572302979,76923400
2/9/16,572409973,575643005,570810974,575536987,79910800
3/9/16,575554993,599500000,574056030,598211975,159014000
4/9/16,598590027,611836975,596848022,608633972,97942896
5/9/16,608989990,609054993,602242004,606590027,82446800
6/9/16,606505981,610830017,605091003,610435974,78529104
7/9/16,610572998,614544983,608513000,614544006,75032400
8/9/16,614635010,628770020,613843994,626315979,86713000
9/9/16,626351990,626830017,620263000,622861023,64550200
10/9/16,622927002,625094971,622395020,623508972,45016800
11/9/16,623424011,628817993,600505981,606718994,73610800
12/9/16,607005005,608458984,605411011,608242981,72812304
13/9/16,608025024,611192993,606924988,609241028,86920600
14/9/16,608841003,611952026,608409973,610684021,47877700
15/9/16,610588013,611085999,607155029,607155029,59464600
16/9/16,607245972,609260986,606734985,606973022,64963400
17/9/16,607218018,607859985,605192017,605984009,37140300
18/9/16,606283020,610158020,605856018,609874023,48679400
19/9/16,609870972,610932007,608270020,609226990,54796400
20/9/16,609254028,609525024,607937988,608312012,72710896
21/9/16,603588013,603588013,595882996,597148987,82776200
22/9/16,597278992,598487000,596213013,596297974,67085300
23/9/16,596198975,603205017,595786011,602841980,51067000
24/9/16,602960999,604580017,602044983,602625000,35359500
25/9/16,602749023,603380981,599710999,600825989,33977800
26/9/16,600807007,608143005,600348999,608043030,59153800
27/9/16,608021973,608247986,604109985,606166016,49422400
28/9/16,606242981,606590027,604606995,604728027,48722600
29/9/16,605018982,606823975,604848022,605692993,55658600
30/9/16,605715027,609734985,604142029,609734985,56122400
1/10/16,609929016,615237000,609929016,613982971,56357000
2/10/16,613947998,614005005,609682007,610892029,39249800
3/10/16,610968018,612567993,610455017,612132996,46798300
4/10/16,612052002,612054016,609479004,610203979,49801600
5/10/16,610218018,613814026,609617004,612510986,68077504
6/10/16,612469971,613818970,611468994,613020996,56812100
7/10/16,612607971,617911987,611820984,617120972,64071400
8/10/16,617341003,619848999,617341003,619107971,42345900
9/10/16,619171997,619197998,616606995,616752014,39243400
10/10/16,616822021,621317993,616197021,618994019,67481104
11/10/16,619237976,642080017,618500000,641072021,103590000
12/10/16,640870972,641336975,635965027,636192017,92370200
13/10/16,636030029,638833008,635028992,636786011,61620700
14/10/16,637007996,641284973,637007996,640377991,58144600
15/10/16,640310974,642101990,637390015,638645996,39035400
16/10/16,639083008,642898010,638901001,641630981,40298100
17/10/16,641817993,642328003,638663025,639192993,58063600
18/10/16,639411011,640736023,635995972,637960022,65546700
19/10/16,638133972,638874023,628013000,630520020,69381696
20/10/16,630663025,631916992,628257996,630856995,56957300
21/10/16,630825012,634093994,630693970,632828003,55951000
22/10/16,633135986,658197021,632849976,657294006,78556496
23/10/16,657620972,661129028,653885986,657070984,54474600
24/10/16,657161011,657252014,652594971,653760986,62218200
25/10/16,654002014,664424011,653697998,657588013,90378800
26/10/16,657677979,679728027,657677979,678304016,88877104
27/10/16,678213989,688593994,678039978,688312988,96105296
28/10/16,688000000,690443970,684161987,689651001,81145504
29/10/16,690289001,720401978,690052002,714479004,134760992
30/10/16,714117981,714117981,696474976,701864014,100665000
31/10/16,702640015,709289001,691682007,700971985,97064400
1/11/16,701336975,736452026,701336975,729793030,130527000
2/11/16,730065979,740828979,722348999,740828979,84865200
3/11/16,742346008,745773010,678156006,688700012,172808000
4/11/16,689124023,706929993,685562988,703234985,99907696
5/11/16,703525024,707510010,697739014,703418030,53752300
6/11/16,703812012,714257996,699559998,711521973,59902200
7/11/16,710736023,710736023,699903015,703130981,65047100
8/11/16,703088989,712987000,702390015,709848022,79660800
9/11/16,709825012,740046021,708609985,723273010,132429000
10/11/16,722843994,723018005,711210022,715533997,68807800
11/11/16,715554993,718317993,714409973,716411011,63119700
12/11/16,716752014,717148010,704034973,705054016,64622500
13/11/16,705195984,705257019,687315002,702031006,80318096
14/11/16,701997009,706283997,699807983,705020996,62993000
15/11/16,705794006,715718018,705260010,711619019,72038496
16/11/16,711166992,747614990,709039001,744197998,141294000
17/11/16,744875977,755645020,739510986,740976990,108579000
18/11/16,740705017,752882019,736890015,751585022,87363104
19/11/16,751833008,756237000,744466980,751616028,110608000
20/11/16,751879028,755479980,717943970,731026001,154116000
21/11/16,731265015,741721985,730510010,739247986,60802400
22/11/16,739643005,753869995,736526978,751346985,129906000
23/11/16,751741028,752250000,738924011,744593994,76543800
24/11/16,744619995,746831970,733489990,740289001,85919296
25/11/16,740442017,741648987,734591003,741648987,67807600
26/11/16,741510986,742213989,729625000,735382019,54962700
27/11/16,735437012,739018005,731085022,732034973,52601800
28/11/16,732484009,738005981,732484009,735812988,61888600
29/11/16,736328979,737471008,734559021,735604004,68511104
30/11/16,736283997,747929016,736265015,745690979,84070800
1/12/16,746046021,758275024,746046021,756773987,80461904
2/12/16,757544983,781296021,757544983,777943970,127605000
3/12/16,778247986,778247986,764856018,771155029,69547296
4/12/16,771638000,773872009,768161011,773872009,60557900
5/12/16,773393982,773468018,751713013,758700012,106363000
6/12/16,758719971,765622009,758719971,764223999,116218000
7/12/16,764210999,771543030,759750000,768132019,96426096
8/12/16,768075989,774697998,765945984,770809998,80111904
9/12/16,769943970,774528015,769648987,772794006,68705296
10/12/16,773023010,777091980,772909973,774650024,53843100
11/12/16,774752014,774797974,765411987,769731018,57313400
12/12/16,770039978,781921997,770039978,780086975,76571000
13/12/16,780646973,788460022,777961975,780556030,81645600
14/12/16,780005005,782033997,776838989,781481018,75979000
15/12/16,780070007,781434998,777802002,778088013,81580096
16/12/16,778963013,785031982,778963013,784906982,83608200
17/12/16,785166016,792508972,784864014,790828979,78989800
18/12/16,791007996,794737000,788026001,790530029,60524400
19/12/16,790692017,793611023,790320007,792713989,74886400
20/12/16,792247009,801336975,791497009,800875977,99629296
21/12/16,800643982,834281006,799405029,834281006,155576000
22/12/16,834179993,875781982,834148987,864539978,200027008
23/12/16,864888000,925117004,864677002,921984009,275564000
24/12/16,922179993,923479004,886335022,898822021,137727008
25/12/16,899651978,899651978,862424011,896182983,143664992
26/12/16,896905029,913184021,896898010,907609985,123771000
27/12/16,908354004,940047974,904255005,933197998,167308000
28/12/16,934830994,975921021,934830994,975921021,236630000
29/12/16,975125000,979396973,954502991,973497009,199320000
30/12/16,972534973,972534973,934833008,961237976,187474000
31/12/16,960627014,963742981,947236023,963742981,99135104
1/1/17,963658020,1003080017,958698975,998325012,147775008
2/1/17,998617004,1031390015,996702026,1021750000,222184992
3/1/17,1021599976,1044079956,1021599976,1043839966,185168000
4/1/17,1044400024,1159420044,1044400024,1154729980,344945984
5/1/17,1156729980,1191099976,910416992,1013380005,510199008
6/1/17,1014239990,1046810059,883943970,902200989,351876000
7/1/17,903487000,908585022,823556030,908585022,279550016
8/1/17,908174988,942723999,887249023,911198975,158715008
9/1/17,913244019,913685974,879807007,902828003,141876992
10/1/17,902440002,914872986,901059998,907679016,115808000
11/1/17,908114990,919447998,762765015,777757019,310928992
12/1/17,775177979,826245972,755755981,804833984,222326000
13/1/17,803737000,829000977,780002991,823984009,168968000
14/1/17,825142029,835085022,812455994,818411987,93063296
15/1/17,818142029,823307007,812870972,821797974,71013600
16/1/17,821783020,834530029,820270996,831533997,82755200
17/1/17,830945984,910560974,830796021,907937988,155095008
18/1/17,909372986,917499023,858304016,886617981,225676992
19/1/17,888335022,904614014,884338013,899072998,105625000
20/1/17,898171997,899398010,887007996,895026001,86728400
21/1/17,895549011,927367004,895534973,921789001,111158000
22/1/17,922205017,937525024,897564026,924672974,116573000
23/1/17,925499023,928265991,916737976,921012024,73588600
24/1/17,910677002,924145020,892286011,892687012,111349000
25/1/17,891924011,903252014,891687012,901541992,120831000
26/1/17,902395020,919325989,902223999,917585999,131958000
27/1/17,918359009,923223022,915846008,919750000,125594000
28/1/17,919810974,923911011,919810974,921590027,68979600
29/1/17,922067017,923418030,919148010,919495972,60851700
30/1/17,920151001,923047974,919473999,920382019,78227296
31/1/17,920958984,972018982,920958984,970403015,164582000
1/2/17,970940979,989114014,970742004,989023010,150110000
2/2/17,990000977,1013520020,983221008,1011799988,145820992
3/2/17,1011460022,1033869995,1008789978,1029910034,201278000
4/2/17,1031329956,1045900024,1015159973,1042900024,155064000
5/2/17,1043520020,1043630005,1022369995,1027339966,114208000
6/2/17,1028400024,1044640015,1028160034,1038150024,111762000
7/2/17,1040140015,1061930054,1040140015,1061349976,146007008
8/2/17,1062319946,1078969971,1037489990,1063069946,201855008
9/2/17,1064699951,1088989990,953343994,994382996,407220000
10/2/17,995632019,998905029,946690979,988674011,190452000
11/2/17,988898010,1009289978,982830017,1004450012,102261000
12/2/17,1003520020,1004760010,996921021,999181030,67530000
13/2/17,998885010,1002099976,976002014,990642029,100607000
14/2/17,991734985,1011510010,986471008,1004549988,137946000
15/2/17,1006210022,1008840027,1001580017,1007479980,89759400
16/2/17,1007650024,1033369995,1007650024,1027439941,122277000
17/2/17,1026119995,1053170044,1025640015,1046209961,136474000
18/2/17,1049209961,1061099976,1046959961,1054420044,99073504
19/2/17,1054760010,1056810059,1043459961,1047869995,77423296
20/2/17,1048689941,1080489990,1041689941,1079979980,109478000
21/2/17,1079280029,1117250000,1076930054,1115300049,186868992
22/2/17,1114800049,1125390015,1100550049,1117439941,136100000
23/2/17,1117270020,1176619995,1116959961,1166719971,189454000
24/2/17,1172709961,1200390015,1131959961,1173680054,330759008
25/2/17,1170410034,1174849976,1124589966,1143839966,139960992
26/2/17,1144270020,1167469971,1130199951,1165199951,116486000
27/2/17,1163780029,1181979980,1163380005,1179969971,131570000
1/3/17,1180040039,1222500000,1179689941,1222500000,229056992
2/3/17,1224680054,1262130005,1215619995,1251010010,368275008
3/3/17,1250709961,1280310059,1250709961,1274989990,315739008
4/3/17,1277430054,1279400024,1230510010,1255150024,183270000
5/3/17,1254290039,1267290039,1238060059,1267119995,134127000
6/3/17,1267469971,1276000000,1264599976,1272829956,153656992
7/3/17,1273209961,1275550049,1204800049,1223540039,291256000
8/3/17,1223229980,1232160034,1148079956,1150000000,332603008
9/3/17,1150349976,1197459961,1141229980,1188489990,212283008
10/3/17,1189359985,1270469971,1077250000,1116719971,563795968
11/3/17,1116319946,1193829956,1116319946,1175829956,283320000
12/3/17,1176619995,1226979980,1175359985,1221380005,227176000
13/3/17,1221780029,1237369995,1217030029,1231920044,380276992
14/3/17,1232160034,1244810059,1220719971,1240000000,245306000
15/3/17,1240160034,1251609985,1239750000,1249609985,297804992
16/3/17,1251329956,1257979980,1152439941,1187810059,638568000
17/3/17,1180160034,1180160034,1099569946,1100229980,706598976
18/3/17,1099689941,1114069946,957655029,973817993,621302016
19/3/17,976729980,1069910034,976729980,1036739990,406648000
20/3/17,1037239990,1063030029,1036680054,1054229980,286529984
21/3/17,1055359985,1122430054,1055359985,1120540039,337391008
22/3/17,1120650024,1120650024,1014210022,1049140015,380840992
23/3/17,1050050049,1058010010,1028930054,1038589966,248540000
24/3/17,1038449951,1040469971,934357971,937520020,491038016
25/3/17,936539978,975760986,903713013,972778992,435803008
26/3/17,974015015,1007960022,954185974,966724976,303668000
27/3/17,972054993,1046400024,971984009,1045770020,372535008
28/3/17,1044579956,1064650024,1027729980,1047150024,326332000
29/3/17,1046079956,1055130005,1015880005,1039969971,298457984
30/3/17,1042209961,1049290039,1020039978,1026430054,352968992
31/3/17,1026640015,1074920044,1026640015,1071790039,447287008
1/4/17,1071709961,1091719971,1061089966,1080500000,289633984
2/4/17,1080609985,1107589966,1075449951,1102170044,514187008
3/4/17,1102949951,1151739990,1102949951,1143810059,580444032
4/4/17,1145520020,1156439941,1120520020,1133250000,436310016
5/4/17,1134140015,1135089966,1113630005,1124780029,414784000
6/4/17,1125810059,1188369995,1125810059,1182680054,511222016
7/4/17,1178939941,1186579956,1163390015,1176900024,317022016
8/4/17,1172650024,1184979980,1162579956,1175949951,209312000
9/4/17,1176569946,1197209961,1171859985,1187869995,242343008
10/4/17,1187300049,1190339966,1179040039,1187130005,215883008
11/4/17,1187459961,1208069946,1187459961,1205010010,216182000
12/4/17,1204810059,1207140015,1196760010,1200369995,288702016
13/4/17,1201020020,1205890015,1156439941,1169280029,351968992
14/4/17,1170329956,1190800049,1159790039,1167540039,254827008
15/4/17,1167300049,1188000000,1164959961,1172520020,203559008
16/4/17,1172609985,1187219971,1172609985,1182939941,183231008
17/4/17,1183250000,1194900024,1172650024,1193910034,253206000
18/4/17,1193770020,1217569946,1193770020,1211670044,270524000
19/4/17,1212130005,1215510010,1205079956,1210290039,288060992
20/4/17,1211079956,1240790039,1208410034,1229079956,315108000
21/4/17,1229420044,1235939941,1215560059,1222050049,272167008
22/4/17,1222709961,1235560059,1208469971,1231709961,249320000
23/4/17,1231920044,1232199951,1203939941,1207209961,258951008
24/4/17,1209630005,1250939941,1209630005,1250150024,235806000
25/4/17,1250449951,1267579956,1249969971,1265489990,242556000
26/4/17,1265989990,1294829956,1265930054,1281079956,329631008
27/4/17,1281880005,1319699951,1281300049,1317729980,449196992
28/4/17,1317739990,1331280029,1292369995,1316479980,527488992
29/4/17,1317839966,1327199951,1315209961,1321790039,422705984
30/4/17,1321869995,1347910034,1314920044,1347890015,413115008
1/5/17,1348300049,1434319946,1348300049,1421599976,713624000
2/5/17,1421030029,1473900024,1415689941,1452819946,477337984
3/5/17,1453780029,1492770020,1447489990,1490089966,583795968
4/5/17,1490719971,1608910034,1490719971,1537670044,933548992
5/5/17,1540869995,1618030029,1530310059,1555449951,946035968
6/5/17,1556810059,1578800049,1542500000,1578800049,582529984
7/5/17,1579469971,1596719971,1559760010,1596709961,1080029952
8/5/17,1596920044,1723349976,1596920044,1723349976,1340320000
9/5/17,1723890015,1833489990,1716300049,1755359985,1167920000
10/5/17,1756520020,1788439941,1719099976,1787130005,915723008
11/5/17,1780369995,1873930054,1755349976,1848569946,799489984
12/5/17,1845760010,1856150024,1694010010,1724239990,740984000
13/5/17,1723119995,1812989990,1651079956,1804910034,579635008
14/5/17,1800859985,1831420044,1776619995,1808910034,437196000
15/5/17,1808439941,1812800049,1708540039,1738430054,731529024
16/5/17,1741699951,1785939941,1686540039,1734449951,959044992
17/5/17,1726729980,1864050049,1661910034,1839089966,1064729984
18/5/17,1818699951,1904479980,1807119995,1888650024,894321024
19/5/17,1897369995,2004520020,1890250000,1987709961,1157289984
20/5/17,1984239990,2084729980,1974920044,2084729980,961336000
21/5/17,2067030029,2119080078,2037500000,2041199951,1147859968
22/5/17,2043189941,2303899902,2017869995,2173399902,1942220032
23/5/17,2191560059,2320820068,2178500000,2320419922,1378749952
24/5/17,2321370117,2523719971,2321370117,2443639893,1725379968
25/5/17,2446239990,2763709961,2285300049,2304979980,2406700032
26/5/17,2320889893,2573790039,2071989990,2202419922,1763480064
27/5/17,2196270020,2260199951,1855829956,2038869995,1700480000
28/5/17,2054080078,2267340088,2054080078,2155800049,1147139968
29/5/17,2159429932,2307050049,2107169922,2255610107,994625024
30/5/17,2255360107,2301959961,2124570068,2175469971,1443970048
31/5/17,2187189941,2311080078,2145570068,2286409912,1544829952
1/6/17,2288330078,2448389893,2288330078,2407879883,1653180032
2/6/17,2404030029,2488550049,2373320068,2488550049,1317030016
3/6/17,2493719971,2581909912,2423570068,2515350098,1514950016
4/6/17,2547790039,2585889893,2452540039,2511810059,1355120000
5/6/17,2512399902,2686810059,2510219971,2686810059,1369309952
6/6/17,2690840088,2999909912,2690840088,2863199951,2089609984
7/6/17,2869379883,2869379883,2700560059,2732159912,1517709952
8/6/17,2720489990,2815300049,2670949951,2805620117,1281170048
9/6/17,2807439941,2901709961,2795620117,2823810059,1348950016
10/6/17,2828139893,2950989990,2746550049,2947709961,2018889984
11/6/17,2942409912,2996600098,2840530029,2958110107,1752400000
12/6/17,2953219971,2997260010,2518560059,2659629883,2569530112
13/6/17,2680909912,2789040039,2650379883,2717020020,1781200000
14/6/17,2716879883,2786830078,2412939941,2506370117,1696560000
15/6/17,2499580078,2534709961,2212959961,2464580078,2026259968
16/6/17,2469570068,2539919922,2385149902,2518560059,1195190016
17/6/17,2514010010,2685189941,2484959961,2655879883,1534509952
18/6/17,2655350098,2662100098,2516330078,2548290039,1178659968
19/6/17,2549030029,2662850098,2549030029,2589600098,1446840064
20/6/17,2591260010,2763449951,2589820068,2721790039,1854189952
21/6/17,2709429932,2772010010,2660399902,2689100098,1626579968
22/6/17,2691030029,2723739990,2642360107,2705409912,1097939968
23/6/17,2707340088,2765169922,2706370117,2744909912,961318976
24/6/17,2738520020,2757939941,2583189941,2608719971,982750016
25/6/17,2607250000,2682260010,2552120117,2589409912,1161100032
26/6/17,2590570068,2615250000,2376290039,2478449951,1663280000
27/6/17,2478449951,2552449951,2332989990,2552449951,1489789952
28/6/17,2553030029,2603979980,2484419922,2574790039,1183869952
29/6/17,2567560059,2588830078,2510479980,2539320068,949979008
30/6/17,2539239990,2559250000,2478429932,2480840088,860273024
1/7/17,2492600098,2515270020,2419229980,2434550049,779913984
2/7/17,2436399902,2514280029,2394840088,2506469971,803747008
3/7/17,2498560059,2595000000,2480469971,2564060059,964112000
4/7/17,2561000000,2631590088,2559350098,2601639893,985516032
5/7/17,2602870117,2622649902,2538550049,2601989990,941566016
6/7/17,2608100098,2616719971,2581689941,2608560059,761956992
7/7/17,2608590088,2916139893,2498870117,2518659912,917411968
8/7/17,2520270020,2571340088,2492310059,2571340088,733329984
9/7/17,2572610107,2635489990,2517590088,2518439941,527856000
10/7/17,2525250000,2537159912,2321129883,2372560059,1111200000
11/7/17,2385889893,2413469971,2296810059,2337790039,1329760000
12/7/17,2332770020,2423709961,2275139893,2398840088,1117410048
13/7/17,2402699951,2425219971,2340830078,2357899902,835769984
14/7/17,2360590088,2363250000,2183219971,2233340088,882502976
15/7/17,2230120117,2231139893,1990410034,1998859985,993608000
16/7/17,1991979980,2058770020,1843030029,1929819946,1182870016
17/7/17,1932619995,2230489990,1932619995,2228409912,1201760000
18/7/17,2233520020,2387610107,2164770020,2318879883,1512450048
19/7/17,2323080078,2397169922,2260229980,2273429932,1245100032
20/7/17,2269889893,2900699951,2269889893,2817600098,2249260032
21/7/17,2838409912,2838409912,2621850098,2667760010,1489449984
22/7/17,2668629883,2862419922,2657709961,2810120117,1177129984
23/7/17,2808100098,2832179932,2653939941,2730399902,1072840000
24/7/17,2732699951,2777260010,2699189941,2754860107,866473984
25/7/17,2757500000,2768080078,2480959961,2576479980,1460089984
26/7/17,2577770020,2610760010,2450800049,2529449951,937404032
27/7/17,2538709961,2693320068,2529340088,2671780029,789104000
28/7/17,2679729980,2897449951,2679729980,2809010010,1380099968
29/7/17,2807020020,2808760010,2692800049,2726449951,803745984
30/7/17,2724389893,2758530029,2644850098,2757179932,705942976
31/7/17,2763239990,2889620117,2720610107,2875340088,860574976
1/8/17,2871300049,2921350098,2685610107,2718260010,1324669952
2/8/17,2727129883,2762530029,2668590088,2710669922,1094950016
3/8/17,2709560059,2813310059,2685139893,2804729980,804796992
4/8/17,2806929932,2899330078,2743719971,2895889893,1002120000
5/8/17,2897629883,3290010010,2874830078,3252909912,1945699968
6/8/17,3257610107,3293290039,3155600098,3213939941,1105030016
7/8/17,3212780029,3397679932,3180889893,3378939941,1482279936
8/8/17,3370219971,3484850098,3345830078,3419939941,1752760064
